Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.40054321289062,72.46080669028501,71.15670415670473,71.40980781920854,135480400
2020-01-03,71.6966323852539,72.45595040957373,71.47245410922795,71.6291376132339,146322800
2020-01-06,72.26792907714844,72.30649856939735,70.5685026643333,70.81920068576198,118387200
2020-01-07,71.92804718017578,72.53308721808551,71.70868733859578,72.27757077764687,108872000
2020-01-08,73.08509826660156,73.38641550034151,71.63154422529517,71.63154422529517,132079200
2020-01-09,74.63750457763672,74.83034471463299,73.81069163960515,74.06138234642438,170108400
2020-01-10,74.80621337890625,75.37028567561227,74.30482477296201,74.87130260503702,140644800
2020-01-13,76.4044189453125,76.4309386915993,75.00389679896787,75.12201817653433,121532000
2020-01-14,75.37272644042969,76.55148346044966,75.24979396232517,76.34176775906714,161954400
2020-01-15,75.04969024658203,76.05247495120804,74.61820187883205,75.17263004032235,121923600
2020-01-16,75.98979949951172,76.10068954693726,75.23048148138665,75.5920621906251,108829200
2020-01-17,76.83108520507812,76.83349074089385,75.93195182564011,76.23808752279956,137816400
2020-01-21,76.31040954589844,76.90098699093934,76.1730071029982,76.45986173724447,110843200
2020-01-22,76.58280181884766,77.13480977194556,76.48878729766383,76.79492300181599,101832400
2020-01-23,76.95162200927734,77.03116654175618,76.0886451198764,76.6358420591075,104472000
2020-01-24,76.7298355102539,77.93992295405599,76.5394009459346,77.1974804769854,146537600
2020-01-27,74.47357940673828,75.15334557711078,73.49248860994267,74.74114561147599,161940000
2020-01-28,76.58037567138672,76.75152179476333,75.25457988632637,75.35341281852345,162234000
2020-01-29,78.18340301513672,79.02950436307852,77.46988569545148,78.20992276333985,216229200
2020-01-30,78.07010650634766,78.1231386457578,76.83591201430718,77.26740045058162,126743200
2020-01-31,74.60857391357422,77.78324876217432,74.31448794421121,77.361404556077,199588400
2020-02-03,74.40367889404297,75.56796570063159,72.85129158100523,73.35268032975995,173788400
2020-02-04,76.86000061035156,77.05043515977154,75.60169956180454,76.00666815397705,136616400
2020-02-05,77.48674011230469,78.28462753135985,76.88410566550306,77.98571584340952,118826800
2020-02-06,78.39309692382812,78.395509815644,77.1998851389864,77.75671877652137,105425600
2020-02-07,77.32756042480469,78.1418387801139,76.83705999088563,77.89296432100895,117684000
2020-02-10,77.69480895996094,77.69480895996094,75.83429386411699,75.91402717049185,109348800
2020-02-11,77.22606658935547,78.26264398287658,77.00860470842123,78.19015914717811,94323200
2020-02-12,79.06002044677734,79.06485031160207,77.67550098211204,77.67550098211204,113730400
2020-02-13,78.49700164794922,78.82319807398167,78.12973294999506,78.33269781258844,94747600
2020-02-14,78.51634979248047,78.76522420824622,78.00893385896474,78.4656030374421,80113600
2020-02-18,77.07867431640625,77.25989377012822,76.0179329078446,76.19915236156656,152531200
2020-02-19,78.19498443603516,78.42453202537972,77.32029972520789,77.32029972520789,93984000
2020-02-20,77.39278411865234,78.4438584118609,76.88778679879077,77.9557766771897,100566000
2020-02-21,75.6409912109375,77.4290289157497,75.0248480652508,76.9868493533589,129554000
2020-02-24,72.04801940917969,73.49777501677713,69.8854717188165,71.82572767869755,222195200
2020-02-25,69.60758209228516,73.0990790994302,69.13641603822464,72.71731344350151,230673600
2020-02-26,70.71180725097656,71.97551316759632,69.22580967000033,69.23305815092856,198054800
2020-02-27,66.08951568603516,69.10500967174747,65.95420576749399,67.92104419759342,320605600
2020-02-28,66.05086517333984,67.27108062705318,61.94564270332902,62.16069333508348,426510000
2020-03-02,72.20024871826172,72.83572613943491,67.10435837488609,68.20617210459764,341397200
2020-03-03,69.90723419189453,73.45430200587779,69.05670597572669,73.37456867253212,319475600
2020-03-04,73.14981842041016,73.3092923901448,70.82779719372856,71.6275782870545,219178400
2020-03-05,70.77706146240234,72.3790349760971,70.41220399588842,71.40528289969257,187572800
2020-03-06,69.83715057373047,70.2696631046371,67.95247104471461,68.13852037839982,226176800
2020-03-09,64.31358337402344,67.19376061426469,63.54762585590985,63.72884532127841,286744800
2020-03-10,68.94554901123047,69.21133903609883,65.08678222072572,66.96422060751131,285290000
2020-03-11,66.55103302001953,67.95004932218703,65.68842661681832,67.02462518678024,255598800
2020-03-12,59.97880172729492,65.23899909398826,59.92322879744106,61.8417392125565,418474000
2020-03-13,67.16475677490234,67.6359302649127,61.119275269390535,64.00429300943405,370732000
2020-03-16,58.52421188354492,62.60043602101579,57.9902170129729,58.46138678881957,322423600
2020-03-17,61.0975341796875,62.24525368604919,57.60362153116066,59.804833950382424,324056000
2020-03-18,59.60186767578125,60.406482464640554,57.29433930824816,57.93465023452481,300233600
2020-03-19,59.14518737792969,61.09269153777121,58.62085961850456,59.77583112302971,271857200
2020-03-20,55.390323638916016,60.84865193316744,55.090706190239764,59.725089265820536,401693200
2020-03-23,54.2136116027832,55.21152792629808,51.37209184292637,55.110045472758834,336752800
2020-03-24,59.652610778808594,59.848327192203485,56.61295613694801,57.110704962845915,287531200
2020-03-25,59.323978424072266,62.39987439481768,59.02919459857991,60.5876805595374,303602000
2020-03-26,62.445796966552734,62.50378482179249,59.526955709117544,59.5656167372231,252087200
2020-03-27,59.86040496826172,61.82482113234886,59.69368249851185,61.07094946417779,204216800
2020-03-30,61.568695068359375,61.740251079824446,60.26149806281595,60.585279571290975,167976400
2020-03-31,61.44306182861328,63.424393901395085,60.8897400197262,61.7595949233472,197002000
2020-04-01,58.21009826660156,60.09719601446135,57.78000444616135,59.560786204803335,176218400
2020-04-02,59.18143844604492,59.234596446659125,57.241182484383906,58.072376290076036,165934000
2020-04-03,58.33091735839844,59.36749098851091,57.74134949209258,58.66677725772262,129880000
2020-04-06,63.419559478759766,63.57419624282321,60.256676873255664,60.62394564001491,201820400
2020-04-07,62.685020446777344,65.64977566750463,62.5811230546705,65.43230640646736,202887200
2020-04-08,64.28939056396484,64.60350121398153,63.1199223551124,63.48477236807488,168895200
2020-04-09,64.7533187866211,65.25590475851683,63.95837493137018,64.92487847473,161834800
2020-04-13,66.02427673339844,66.13301133720609,64.23140932290158,64.83064420547504,131022800
2020-04-14,69.35872650146484,69.64868059310524,67.18409293567838,67.65526649113433,194994800
2020-04-15,68.72563934326172,69.18472698748576,67.80746405481365,68.23513915845088,131154400
2020-04-16,69.271728515625,69.63658597716727,68.22307301485074,69.43845097329417,157125200
2020-04-17,68.33179473876953,69.3345480225858,66.89653644635722,68.7884711835537,215250000
2020-04-20,66.9134750366211,68.06119834153615,66.89414820439593,67.15993823398618,130015200
2020-04-21,64.84514617919922,66.99078550242736,64.13476539316186,66.75640806793423,180991600
2020-04-22,66.71292877197266,67.14785254874984,65.77058900639604,66.11127511969602,116862400
2020-04-23,66.4543685913086,68.07809487584751,66.41570756383898,66.65733345514633,124814400
2020-04-24,68.37287902832031,68.38254612868516,66.93037215656294,66.97870028455014,126161200
2020-04-27,68.42121887207031,68.7522452213369,67.64318307081028,68.09018514896542,117087600
2020-04-28,67.31214141845703,69.06392923095741,67.22032976851494,68.88270980207805,112004800
2020-04-29,69.52302551269531,69.99178036647727,68.59518290617446,68.79814778505363,137280800
2020-04-30,70.98968505859375,71.16607461666706,69.67282835408629,70.06184250590752,183064000
2020-05-01,69.84680938720703,72.24615310349837,69.06877359729275,69.16542249456992,240616800
2020-05-04,70.83505249023438,70.96311392727311,69.1823321546666,69.87096747127923,133568000
2020-05-05,71.898193359375,72.72938694291523,71.14915168685677,71.29412868376939,147751200
2020-05-06,72.6400146484375,73.27065487426464,72.21475059268822,72.59893499011841,142333600
2020-05-07,73.39144897460938,73.73697961793019,72.96377378346223,73.26580616038919,115215200
2020-05-08,75.13829040527344,75.19159229593362,73.72337622769179,74.05045567520663,133838400
2020-05-11,76.32062530517578,76.81487118254181,74.43810496971201,74.64646961486733,145946400
2020-05-12,75.44842529296875,77.45450365262057,75.32728527754581,77.00385895047138,162301200
2020-05-13,74.53742218017578,76.54835012163572,73.46169865336998,75.62768191190082,200622400
2020-05-14,74.99535369873047,75.05592369907653,73.05468852162736,73.77668558751988,158929200
2020-05-15,74.55198669433594,74.59802049199271,72.73488645146278,72.76880920502032,166348400
2020-05-18,76.3084945678711,76.68160777866888,75.18431939181484,75.87481876052446,135178400
2020-05-19,75.8675537109375,77.17101374486556,75.83605613168199,76.32545901161194,101729600
2020-05-20,77.3430404663086,77.41329633678234,76.68645639876391,76.72522208271401,111504800
2020-05-21,76.76644134521484,77.74525489428761,76.52900421581474,77.2049676786225,102688800
2020-05-22,77.26065063476562,77.34302492393184,76.40297760999306,76.50473104034091,81803200
2020-05-26,76.73733520507812,78.55685269616119,76.68160815192094,78.37756788987811,125522000
2020-05-27,77.07168579101562,77.21705526702166,75.85544287582236,76.59440129810365,112945200
2020-05-28,77.10562896728516,78.36306306810644,76.47085639414468,76.74705181731085,133560800
2020-05-29,77.03052520751953,77.80824215347661,76.67437321275025,77.34791150425532,153532400
2020-06-01,77.97779083251953,78.09893078801706,76.85360849648032,76.98444171868056,80791200
2020-06-02,78.33879089355469,78.36302036507111,77.27033552571095,77.71128676840137,87642800
2020-06-03,78.77007293701172,79.03173947926652,78.08684155798949,78.65862620653965,104491200
2020-06-04,78.0916976928711,78.8912188000404,77.71858439241902,78.59321910796065,87560400
2020-06-05,80.31582641601562,80.37639642085425,78.31217331772173,78.34124573703636,137250400
2020-06-08,80.79067993164062,80.82460267780965,79.30308470158906,80.01296326734492,95654400
2020-06-09,83.34190368652344,83.734396145206,80.43939371025141,80.47089129660488,147712400
2020-06-10,85.4860610961914,85.95365964938672,83.85067134903046,84.28919748972832,166651600
